Symbol,Name,LastSale,MarketCap,Sector,Industry
TEAR,TearLab Corporation,0.71,24018339.37,Health Care,Medical/Dental Instruments
RDVY,First Trust NASDAQ Rising Dividend Achievers ETF,20.9711,24116806.94,n/a,n/a
EAC           ,Erickson Incorporated,1.74,24178032.54,Capital Goods,Aerospace
LIVE,Live Ventures Incorporated,1.43,24182864.42,Technology,EDP Services
ALQA,"Alliqua BioMedical, Inc.",0.88,24348643.44,Health Care,Medical/Dental Instruments
CDC,Victory CEMP US EQ Income Enhanced Volatility Wtd Index ETF,37.66,24479000,n/a,n/a
EVK,"Ever-Glory International Group, Inc.",1.67,24692399.56,Consumer Non-Durables,Apparel
DGLY,"Digital Ally, Inc.",4.72,24772830.32,Technology,Radio And Television Broadcasting And Communications Equipment
PSAU,PowerShares Global Gold & Precious Metals Portfolio,17.78,24892000,n/a,n/a
CREG,China Recycling Energy Corporation,0.3,24925210.5,Miscellaneous,Business Services
ACUR,"Acura Pharmaceuticals, Inc.",2.12,25087658.12,Health Care,Major Pharmaceuticals
VNRBP,Vanguard Natural Resources LLC,3.6,25200000,Energy,Oil & Gas Production
CFGE,Calamos Focus Growth ETF,9.6996,25218960,n/a,n/a
EYEG,"Eyegate Pharmaceuticals, Inc.",3.3,25260325.2,Health Care,Major Pharmaceuticals
HART          ,"Harvard Apparatus Regenerative Technology, Inc.",1.88,25290502.6,Health Care,Medical/Dental Instruments
CFO,Victory CEMP US 500 Enhanced Volatility Wtd Index ETF,36.2999,25409930,n/a,n/a
GOODP,Gladstone Commercial Corporation,25.4147,25414700,Consumer Services,Real Estate
ELON,Echelon Corporation,5.76,25436684.16,Technology,Computer Communications Equipment
WMLP,"Westmoreland Resource Partners, LP",4.44,25457006.4,Energy,Coal Mining
XRDC,"Crossroads Capital, Inc.",2.65,25642682.6,n/a,n/a
ITUS,ITUS Corporation,2.9401,25669654.41,Miscellaneous,Multi-Sector Companies
ONVI,"Onvia, Inc.",3.62,25794252.08,Miscellaneous,Business Services
PYDS,"Payment Data Systems, Inc.",2.1,25986527.7,Finance,Investment Bankers/Brokers/Service
VRNG,"Vringo, Inc.",1.74,26023485.24,Miscellaneous,Multi-Sector Companies
BVA,Cordia Bancorp Inc.,3.98,26120365.88,n/a,n/a
MGCD,MGC Diagnostics Corporation,6.05,26239285.6,Health Care,Medical/Dental Instruments
CVO,Cenveo Inc,0.3873,26287429.79,Consumer Durables,Containers/Packaging
DGRS,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,27.7505,26362975,n/a,n/a
MBII,"Marrone Bio Innovations, Inc.",1.08,26421748.56,Basic Industries,Agricultural Chemicals
GROW,"U.S. Global Investors, Inc.",1.74,26595195.3,Finance,Investment Managers
EWZS,iShares MSCI Brazil Small-Cap ETF,8.34,26688000,n/a,n/a
EGLE,Eagle Bulk Shipping Inc.,0.7,26762437.8,Transportation,Marine Transportation
CLDN,Celladon Corporation,1.12,26785943.52,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LUNA,Luna Innovations Incorporated,0.97,26815487.04,Health Care,Biotechnology: Commercial Physical & Biological Resarch
GAI,Global-Tech Advanced Innovations Inc.,8.814,26834249.44,Consumer Durables,Home Furnishings
SGMA,"SigmaTron International, Inc.",6.52,27185902.84,Technology,Electrical Products
BANFP,BancFirst Corporation,27.22,27220000,Finance,Major Banks
ATEC,"Alphatec Holdings, Inc.",0.27,27297358.83,Health Care,Medical/Dental Instruments
CZFC,Citizens First Corporation,13.9,27366000.3,Finance,Major Banks
SIEB,Siebert Financial Corp.,1.24,27385556.24,Finance,Investment Bankers/Brokers/Service
STRM,"Streamline Health Solutions, Inc.",1.46,27423968.4,Technology,EDP Services
DXKW,WisdomTree Korea Hedged Equity Fund,21.12,27456000,n/a,n/a
DSWL,"Deswell Industries, Inc.",1.71,27456168.69,Consumer Non-Durables,Plastic Products
RAND,Rand Capital Corporation,4.34,27465854.92,n/a,n/a
JCTCF,Jewett-Cameron Trading Company,11.1,27492835.2,Consumer Services,RETAIL: Building Materials
CYAN,Cyanotech Corporation,4.92,27541161.24,Consumer Durables,Specialty Chemicals
BIOC,"Biocept, Inc.",1.4,27556762.8,Health Care,Medical Specialities
DSKX,"DS Healthcare Group, Inc.",1.44,27683877.6,Consumer Non-Durables,Package Goods/Cosmetics
STEM,"StemCells, Inc.",0.2551,27756845.8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
USLV,region,14.18,27827725.34,Finance,Investment Bankers/Brokers/Service
CART,Carolina Trust Bank,5.99,27828072.45,n/a,n/a
SMSI,"Smith Micro Software, Inc.",0.61,27894855.92,Technology,Computer Software: Prepackaged Software
CBLI,"Cleveland BioLabs, Inc.",2.54,27907401.64,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SOFO,"Sonic Foundry, Inc.",6.39,27928389.6,Technology,Radio And Television Broadcasting And Communications Equipment
OXLCN,Oxford Lane Capital Corp.,24.95,27944000,n/a,n/a
ERS,"Empire Resources, Inc.",3.2691,27956146.71,Basic Industries,Metal Fabrications
VBFC,Village Bank and Trust Financial Corp.,19.7501,28004061.79,Finance,Major Banks
UAE,iShares MSCI UAE Capped ETF,17.02,28083000,n/a,n/a
JGW,J.G. Wentworth Company (The),1.13,28216952.02,Finance,Finance: Consumer Services
CTHR,Charles & Colvard Ltd,1.34,28289523.9,Consumer Durables,Consumer Specialties
CDRB,Code Rebel Corporation,2.12,28310957,Technology,Computer Software: Prepackaged Software
CPST,Capstone Turbine Corporation,1.36,28452391.36,Energy,Industrial Machinery/Components
FLL,"Full House Resorts, Inc.",1.51,28643787.96,Consumer Services,Hotels/Resorts
CGNT,"Cogentix Medical, Inc.",1.1,28664058.5,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
GOODO,Gladstone Commercial Corporation,24.9835,28731025,Consumer Services,Real Estate
EQFN,Equitable Financial Corp.,8.32,28931368.96,Finance,Savings Institutions
DYSL,Dynasil Corporation of America,1.73,28943299.63,Capital Goods,Industrial Machinery/Components
GLBZ,Glen Burnie Bancorp,10.5,29153943,Finance,Major Banks
PSCE,PowerShares S&P SmallCap Energy Portfolio,15.43,29317000,n/a,n/a
EMMS,Emmis Communications Corporation,0.64,29382334.08,Consumer Services,Broadcasting
SHSP,"SharpSpring, Inc.",4.095,29619339.75,Technology,Advertising
NVFY,"Nova Lifestyle, Inc",1.23,29625745.56,Consumer Durables,Home Furnishings
CJJD,"China Jo-Jo Drugstores, Inc.",1.6728,29667951.09,Consumer Durables,Specialty Chemicals
GALT,Galectin Therapeutics Inc.,1.24,29672262.56,Health Care,Major Pharmaceuticals
JYNT,The Joint Corp.,3.03,30016667.73,Miscellaneous,Multi-Sector Companies
MARA,"Marathon Patent Group, Inc.",2.02,30031624.82,Miscellaneous,Multi-Sector Companies
LOAN,"Manhattan Bridge Capital, Inc",4.14,30073121.46,Consumer Services,Real Estate Investment Trusts
OXBR,Oxbridge Re Holdings Limited,4.986,30215160,Finance,Property-Casualty Insurers
BVSN,"BroadVision, Inc.",6.21,30315493.62,Technology,Computer Software: Prepackaged Software
CSBR,"Champions Oncology, Inc.",3.5,30457829.5,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EFUT,eFuture Holding Inc.,6.27,30463741.77,Technology,EDP Services
EGT,Entertainment Gaming Asia Incorporated,2.1099,30518057.78,Consumer Durables,Miscellaneous manufacturing industries
NHLD,National Holdings Corporation,2.46,30602486.1,Finance,Investment Bankers/Brokers/Service
SPHS,"Sophiris Bio, Inc.",1.8175,30615307.68,n/a,n/a
HSGX,Histogenics Corporation,2.32,30796624.24,Health Care,Industrial Specialties
PAGG,PowerShares Global Agriculture Portfolio,23.79,30927000,n/a,n/a
APTO,"Aptose Biosciences, Inc.",2.57,30961959.35,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PBIB,"Porter Bancorp, Inc.",1.15,30991585.75,Finance,Major Banks
CTRV,ContraVir Pharmaceuticals Inc,1.14,31116371.82,Health Care,Major Pharmaceuticals
HNR,Harvest Natural Resources Inc,0.6053,31121598.77,Energy,Oil & Gas Production
SUMR,"Summer Infant, Inc.",1.68,31314203.76,Consumer Durables,Miscellaneous manufacturing industries
RFIL,"RF Industries, Ltd.",3.64,31736846.96,Capital Goods,Electrical Products
OHGI,"One Horizon Group, Inc.",0.91,31891334.93,Public Utilities,Telecommunications Equipment
STDY,SteadyMed Ltd.,2.35,31915726,Health Care,Major Pharmaceuticals
PSCC,PowerShares S&P SmallCap Consumer Staples Portfolio,58.0867,31947685,n/a,n/a
ZSAN,Zosano Pharma Corporation,2.67,31951777.86,Health Care,Major Pharmaceuticals
LIME,Lime Energy Co.,3.35,32039895.8,Basic Industries,Engineering & Construction
ISIG,"Insignia Systems, Inc.",2.76,32121992.28,Consumer Services,Advertising
LPTH,"LightPath Technologies, Inc.",2.08,32158380.8,Technology,Semiconductors
SNTA,Synta Pharmaceuticals Corp.,0.2338,32214970.94,Health Care,Major Pharmaceuticals
GRR,"Asia Tigers Fund, Inc. (The)",9.14,32264510.76,n/a,n/a
ENG,ENGlobal Corporation,1.16,32305933.88,Consumer Services,Military/Government/Technical
CHEK,Check-Cap Ltd.,3,32415543,Health Care,Medical Electronics
TISA,"Top Image Systems, Ltd.",1.81,32420937.2,Technology,Computer peripheral equipment
AZUR,"Azure Midstream Partners, LP",1.4901,32438283.43,Public Utilities,Natural Gas Distribution
EVOK,"Evoke Pharma, Inc.",4.53,32624036.22,Health Care,Major Pharmaceuticals
PRKR,"ParkerVision, Inc.",0.3301,32641067.7,Technology,Radio And Television Broadcasting And Communications Equipment
PXS,Pyxis Tankers Inc.,1.79,32655225.97,Transportation,Marine Transportation
YPRO,AdvisorShares YieldPro ETF,23.16,33003000,n/a,n/a
CYTX,Cytori Therapeutics Inc,0.1699,33162179.55,Health Care,Medical/Dental Instruments
CLSN,Celsion Corporation,1.43,33229792.31,Health Care,Major Pharmaceuticals
SEED,Origin Agritech Limited,1.46,33307769.86,Consumer Non-Durables,Farming/Seeds/Milling
PARN,Parnell Pharmaceuticals Holdings Ltd,2.51,33342142.22,Health Care,Major Pharmaceuticals
PIH,"1347 Property Insurance Holdings, Inc.",5.4,33393119.4,Finance,Property-Casualty Insurers
TCPI,TCP International Holdings Ltd.,1.1799,33523765.98,Consumer Durables,Building Products
SORL,"SORL Auto Parts, Inc.",1.74,33590562.54,Capital Goods,Auto Parts:O.E.M.
WAYN,Wayne Savings Bancshares Inc.,12.09,33632433.51,Finance,Savings Institutions
ASUR,Asure Software Inc,5.36,33712502.56,Technology,EDP Services
ABIO,"ARCA biopharma, Inc.",3.73,33761039.41,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,29.39,33798558.78,n/a,n/a
GIGM,GigaMedia Limited,3.06,33820135.92,Technology,"Computer Software: Programming, Data Processing"
PPSI,"Pioneer Power Solutions, Inc.",3.89,33841879.68,Consumer Durables,Electrical Products
ESES,"Eco-Stim Energy Solutions, Inc.",2.51,34003881.13,Energy,Oilfield Services/Equipment
THLD,"Threshold Pharmaceuticals, Inc.",0.481,34396995.43,Health Care,Major Pharmaceuticals
AXR,AMREP Corporation,4.27,34413868.58,Consumer Services,Newspapers/Magazines
DXPS,WisdomTree United Kingdom Hedged Equity Fund,23.7739,34472155,n/a,n/a
SELF,"Global Self Storage, Inc.",4.6499,34487220.22,Consumer Services,Real Estate Investment Trusts
SXE,"Southcross Energy Partners, L.P.",0.8494,34514801.6,Public Utilities,Natural Gas Distribution
AGND,WisdomTree Barclays U.S. Aggregate Bond Negative Duration Fund,43.19,34552000,n/a,n/a
VICL,Vical Incorporated,0.38,34924271.26,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CGIX,"Cancer Genetics, Inc.",2.57,35086344.18,Health Care,Medical Specialities
WVVI,"Willamette Valley Vineyards, Inc.",7.04,35166320.64,Consumer Non-Durables,Beverages (Production/Distribution)
DLHC,DLH Holdings Corp.,3.62,35175282.98,Technology,Professional Services
ONCS,OncoSec Medical Incorporated,2.1,35639549.4,Health Care,Major Pharmaceuticals
AEZS,AEterna Zentaris Inc.,3.59,35644022.23,Health Care,Major Pharmaceuticals
DDE,Dover Downs Gaming & Entertainment Inc,1.08,35655784.2,Consumer Services,Services-Misc. Amusement & Recreation
SSFN,Stewardship Financial Corp,5.88,35750317.68,Finance,Major Banks
NVET,Nexvet Biopharma plc,3.1,35830212.3,Health Care,Major Pharmaceuticals
GTWN,"Georgetown Bancorp, Inc.",19.6,35833464.8,Finance,Major Banks
ZIV,region,39.04,35916800,Finance,Investment Bankers/Brokers/Service
GWGH,"GWG Holdings, Inc",6.07,36066665.3,Finance,Life Insurance
HPJ,Highpower International Inc,2.39,36093012.81,Miscellaneous,Industrial Machinery/Components
OBAS,Optibase Ltd.,7.05,36543851.25,Finance,Real Estate
BWEN,"Broadwind Energy, Inc.",2.45,36781333.05,Capital Goods,Metal Fabrications
RMGN,RMG Networks Holding Corporation,1,36882041,Miscellaneous,Business Services
JTPY,JetPay Corporation,2.66,36955353.4,Finance,Business Services
YOD,"You On Demand Holdings, Inc.",1.54,37003002.96,Consumer Services,Television Services
MFV,MFS Special Value Trust,5.2556,37044359.38,n/a,n/a
ASTC,Astrotech Corporation,1.81,37468218.13,Capital Goods,Military/Government/Technical
MIND,"Mitcham Industries, Inc.",3.1,37480475.6,Technology,Diversified Commercial Services
BIND,"BIND Therapeutics, Inc.",1.81,37618931.4,Health Care,Major Pharmaceuticals
IPWR,Ideal Power Inc.,4.01,37694172.43,Energy,Industrial Machinery/Components
TTHI,"Transition Therapeutics, Inc.",0.9734,37844700.82,Consumer Durables,Specialty Chemicals
NAUH,"National American University Holdings, Inc.",1.57,37871350.03,Consumer Services,Other Consumer Services
AEMD,"Aethlon Medical, Inc.",4.97,37883293.21,Capital Goods,Biotechnology: Laboratory Analytical Instruments
WHLM,"Wilhelmina International, Inc.",6.63,38384570.64,Consumer Services,Professional Services
ARO,Aeropostale Inc,0.48,38397339.84,Consumer Services,Clothing/Shoe/Accessory Stores
AMTX,"Aemetis, Inc",1.97,38573441.19,Basic Industries,Major Chemicals
BLPH,"Bellerophon Therapeutics, Inc.",2.95,38644598.8,Health Care,Major Pharmaceuticals
NSEC,"National Security Group, Inc.",15.3999,38691093.76,Finance,Life Insurance
MDSY,ModSys International Ltd.,2.18,39101517.68,Technology,EDP Services
BXC,BlueLinx Holdings Inc.,0.438,39174525.53,Capital Goods,Wholesale Distributors
ULTR,Ultrapetrol (Bahamas) Limited,0.28,39404256.36,Transportation,Marine Transportation
PERF,"Perfumania Holdings, Inc",2.555,39586564.47,Consumer Services,Other Specialty Stores
OTIV,On Track Innovations Ltd,0.97,39610894.78,Technology,Semiconductors
PFIN,"P & F Industries, Inc.",10.98,39713232.6,Technology,Industrial Machinery/Components
CNAT,Conatus Pharmaceuticals Inc.,1.91,39745514.7,Health Care,Major Pharmaceuticals
TUTI,Tuttle Tactical Management Multi-Strategy Income ETF,22.14,39852000,n/a,n/a
CBAY,Cymabay Therapeutics Inc.,1.7,39859905.1,Health Care,Major Pharmaceuticals
FORK,Fuling Global Inc.,2.56,40106667.52,Consumer Non-Durables,Plastic Products
IMMY,"Imprimis Pharmaceuticals, Inc.",4.15,40178830.9,Health Care,Major Pharmaceuticals
VLTC,Voltari Corporation,4.47,40206818.58,Miscellaneous,Business Services
IZEA,IZEA Inc.,7.75,40300891.25,Consumer Services,Advertising
MEIP,"MEI Pharma, Inc.",1.18,40304076.46,Health Care,Major Pharmaceuticals
MNDO,MIND C.T.I. Ltd.,2.1099,40497247.59,Technology,EDP Services
OESX,"Orion Energy Systems, Inc.",1.46,40521537.88,Consumer Durables,Building Products
GULF,WisdomTree Middle East Dividend Fund,16.99,40776000,n/a,n/a
STLY,"Stanley Furniture Company, Inc.",2.7,40783891.5,Consumer Durables,Home Furnishings
BOTJ,"Bank of the James Financial Group, Inc.",12.1,40796553.6,Finance,Major Banks
SITO,"SITO Mobile, Ltd.",2.39,41006472.8,Miscellaneous,Business Services
IIN,IntriCon Corporation,6.87,41094663.72,Capital Goods,Electrical Products
EEI,"Ecology and Environment, Inc.",9.65,41410195.8,Consumer Services,Military/Government/Technical
ZHNE,"Zhone Technologies, Inc.",1.24,41479130.88,Public Utilities,Telecommunications Equipment
TST,"TheStreet, Inc.",1.18,41571022.4,Consumer Services,Newspapers/Magazines
GLMD,Galmed Pharmaceuticals Ltd.,3.76,41737703.28,Health Care,Major Pharmaceuticals
FMD,First Marblehead Corporation (The),3.58,41809788.96,Finance,Finance: Consumer Services
BOSC,B.O.S. Better Online Solutions,1.78,41868704.32,Technology,Computer Communications Equipment
CASM,"CAS Medical Systems, Inc.",1.56,41937046.32,Health Care,Medical/Dental Instruments
SKIS,"Peak Resorts, Inc.",3,41947200,Consumer Services,Hotels/Resorts
BQH,Blackrock New York Municipal Bond Trust,14.99,41973573.95,n/a,n/a
TFSCU,1347 Capital Corp.,10.05,42009000,Finance,Business Services
FTEK,"Fuel Tech, Inc.",1.82,42164333.12,Capital Goods,Pollution Control Equipment
PQ,Petroquest Energy Inc,0.6,42320741.4,Energy,Oil & Gas Production
DAVE,"Famous Dave&#39;s of America, Inc.",6.09,42371954.52,Consumer Services,Restaurants
MELR,"Melrose Bancorp, Inc.",15,42443685,Finance,Major Banks
CERC,Cerecor Inc.,4.92,42460303.56,Health Care,Major Pharmaceuticals
PESI,"Perma-Fix Environmental Services, Inc.",3.68,42480411.2,Basic Industries,Environmental Services
ORPN,Bio Blast Pharma Ltd.,2.99,42549135.2,Health Care,Major Pharmaceuticals
DCIX,Diana Containerships Inc.,0.58,42856536.98,Transportation,Marine Transportation
AVNW,"Aviat Networks, Inc.",0.6801,42857775.33,Technology,Radio And Television Broadcasting And Communications Equipment
CBAK,"China BAK Battery, Inc.",2.5,42863732.5,Miscellaneous,Industrial Machinery/Components
BORN,China New Borun Corporation,1.67,42960750,Consumer Non-Durables,Beverages (Production/Distribution)
PULM,"Pulmatrix, Inc.",2.96,42967389.6,Health Care,Major Pharmaceuticals
GYRO,"Gyrodyne , LLC",28.99,42982893.2,Consumer Services,Building operators
PLBC,Plumas Bancorp,8.94,43160818.08,Finance,Finance Companies
TNXP,Tonix Pharmaceuticals Holding Corp.,2.29,43219774.56,Health Care,Major Pharmaceuticals
ALDX,"Aldeyra Therapeutics, Inc.",4.45,43220718.45,Health Care,Major Pharmaceuticals
SNSS,"Sunesis Pharmaceuticals, Inc.",0.5,43258908,Health Care,Major Pharmaceuticals
SEV,"Sevcon, Inc.",10.22,43293064.64,Energy,Industrial Machinery/Components
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,28.1627,43652241.33,n/a,n/a
QAT,iShares MSCI Qatar Capped ETF,19.86,43692000,n/a,n/a
COSI,"Cosi, Inc.",0.91,43716848.63,Consumer Services,Restaurants
CAPR,"Capricor Therapeutics, Inc.",2.69,43725909.65,Health Care,Major Pharmaceuticals
KTEC,"Key Technology, Inc.",7,43745205,Technology,Industrial Machinery/Components
XPLR,Xplore Technologies Corp,4.015,43797045.33,Technology,Computer Manufacturing
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",7.85,43956734.4,n/a,n/a
CHNR,"China Natural Resources, Inc.",1.78,44341430.48,Basic Industries,Precious Metals
BTU,Peabody Energy Corporation,2.4,44400000,Energy,Coal Mining
CPHC,Canterbury Park Holding Corporation,10.48,44495659.12,Consumer Services,Services-Misc. Amusement & Recreation
JXSB,Jacksonville Bancorp Inc.,25,44800325,Finance,Savings Institutions
NTEC,Intec Pharma Ltd.,3.93,44991390.63,Health Care,Major Pharmaceuticals
HFBL,"Home Federal Bancorp, Inc. of Louisiana",22.75,45585335.25,Finance,Savings Institutions
KEQU,Kewaunee Scientific Corporation,17,45637860,Capital Goods,Medical Specialities
